Numéro;Client;Date;Total HT;Total TTC;Acompte TTC;TTC origine;Mt acompte;MT Réglé;MT Perte;Reste dû;Comptabilisée;Acompte HT;TVA / Acompte
F 20100201;IN4001 - INQUARTO Consulting;16/02/2010;4480;5358,08;0;;0;0;0;5358,08;Non;0;0
F 20100301;IN4001 - INQUARTO Consulting;17/03/2010;2366;2829,74;0;;0;0;0;2829,74;Non;0;0
F 20100401;IN4001 - INQUARTO Consulting;11/04/2010;6436,5;7698,05;0;;0;0;0;7698,05;Non;0;0
F 20100402;SEXT01 - SEXTANT consulting;27/04/2010;3500;4186;0;;0;0;0;4186;Non;0;0
F 20100501;IN4001 - INQUARTO Consulting;14/05/2010;2100;2511,6;0;;0;0;0;2511,6;Non;0;0
F 20100502;KIET01 - KIETUDE consulting;17/05/2010;3500;4186;0;;0;0;0;4186;Non;0;0
A 20100503;KIET01 - KIETUDE consulting;31/05/2010;-3500;-4186;0;;0;0;0;-4186;Non;0;0
F 20100504;IN4001 - INQUARTO Consulting;31/05/2010;2694;3222,02;0;;0;0;0;3222,02;Non;0;0
F 20100701;IN4001 - INQUARTO Consulting;14/07/2010;2803,5;3352,99;0;;0;0;0;3352,99;Non;0;0
F 20100702;KIET01 - KIETUDE consulting;14/07/2010;1000;1196;0;;0;0;0;1196;Non;0;0
F 20100703;SEXT01 - SEXTANT CONSULTING;14/07/2010;500;598;0;;0;0;0;598;Non;0;0
F 20100801;IN4001 - INQUARTO Consulting;11/08/2010;2313,5;2766,95;0;;0;0;0;2766,95;Non;0;0
F 20100802;ACAC99 - EURL ACACIA99;11/08/2010;600;717,6;0;;0;0;0;717,6;Non;0;0
F 20100901;IN4001 - INQUARTO Consulting;06/09/2010;1823,5;2180,91;0;;0;0;0;2180,91;Non;0;0
F 20101001;IN4001 - INQUARTO Consulting;06/10/2010;1825,6;2183,42;0;;0;0;0;2183,42;Non;0;0
F 20101101;IN4001 - INQUARTO Consulting;31/10/2010;1823,5;2180,91;0;;0;0;0;2180,91;Non;0;0
F 20101102;SEXT01 - SEXTANT CONSULTING;02/11/2010;1000;1196;0;;0;0;0;1196;Non;0;0
F 20101201;IN4001 - INQUARTO Consulting;30/11/2010;2313,5;2766,95;0;;0;0;0;2766,95;Non;0;0
F 20101202;KIET01 - KIETUDE consulting;06/12/2010;1000;1196;0;;0;0;0;1196;Non;0;0
F 20101203;GONZ01 - Dr Jean-Charles GONZALVEZ;21/12/2010;710;849,16;0;;0;0;0;849,16;Non;0;0
F 20101204;KIET01 - KIETUDE consulting;21/12/2010;700;837,2;0;;0;0;0;837,2;Non;0;0
F 20101205;SEXT01 - SEXTANT CONSULTING;21/12/2010;1500;1794;0;;0;0;0;1794;Non;0;0
F 20101206;IN4001 - INQUARTO Consulting;22/12/2010;1823,5;2180,91;0;;0;0;0;2180,91;Non;0;0
F 20110201;IN4001 - INQUARTO Consulting;31/01/2011;1823,5;2180,91;0;;0;0;0;2180,91;Non;0;0
F 20110202;KIET01 - KIETUDE consulting;09/02/2011;600;717,6;0;;0;0;0;717,6;Non;0;0
F 20110301;IN4001 - INQUARTO Consulting;31/03/2011;1823,5;2180,91;0;;0;0;0;2180,91;Non;0;0
F 20110501;IN4001 - INQUARTO Consulting;30/04/2011;4063,5;4859,95;0;;0;0;0;4859,95;Non;0;0
F 20110502;IN4001 - INQUARTO Consulting;31/05/2011;7493,5;8962,23;0;;0;0;0;8962,23;Non;0;0
F 20110601;KIET01 - KIETUDE consulting;06/06/2011;550;657,8;0;;0;0;0;657,8;Non;0;0
F 20110602;IN4001 - INQUARTO Consulting;30/06/2011;5043,5;6032,03;0;;0;0;0;6032,03;Non;0;0
F 20110701;KIET01 - KIETUDE consulting;18/07/2011;1600;1913,6;0;;0;0;0;1913,6;Non;0;0
F 20110702;ESSEN01 - ESSENTIEL SERVICES;18/07/2011;2000;2392;0;;0;0;0;2392;Non;0;0
F 20110703;MERELY01 - MERELYBUILD;18/07/2011;240;287,04;0;;0;0;0;287,04;Non;0;0
F 20110704;IN4001 - INQUARTO Consulting;31/07/2011;1241,8;1485,19;0;;0;0;0;1485,19;Non;0;0
F 20110801;IN4001 - INQUARTO Consulting;31/08/2011;1241,8;1485,19;0;;0;0;0;1485,19;Non;0;0
F 20111001;PETRAS01 - PETRAS SA;10/10/2011;290;346,84;0;;0;0;0;346,84;Non;0;0
F 20111101;IN4001 - INQUARTO Consulting;31/10/2011;2991,45;3577,77;0;;0;0;0;3577,77;Non;0;0
F 20111102;SEXT01 - SEXTANT CONSULTING;02/11/2011;550;657,8;0;;0;0;0;657,8;Non;0;0
F 20111103;PETRAS01 - PETRAS SA;17/11/2011;1875;2242,5;0;;0;0;0;2242,5;Non;0;0
F 20111104;LAA01 - LES AUTOMATISMES APPLIQUES;28/11/2011;447,4;535,09;0;;0;0;0;535,09;Non;0;0
F 20111105;PROFINDUS01 - PROFILE INDUSTRIE;28/11/2011;1065;1273,74;0;;0;0;0;1273,74;Non;0;0
F 20111201;IN4001 - INQUARTO Consulting;30/11/2011;2011,45;2405,69;0;;0;0;0;2405,69;Non;0;0
F 20111202;IN4001 - INQUARTO Consulting;30/12/2011;4111,45;4917,29;0;;0;0;0;4917,29;Non;0;0
F 20120101;ARG01 - PHARMACIE ARGELLIER;18/01/2012;120;143,52;0;;0;0;0;143,52;Non;0;0
F 20120102;IN4001 - INQUARTO Consulting;24/01/2012;4321,45;5168,45;0;;0;0;0;5168,45;Non;0;0
F 20120201;SEXT01 - SEXTANT CONSULTING;22/02/2012;500;598;0;;0;0;0;598;Non;0;0
F 20120202;IN4001 - INQUARTO Consulting;22/02/2012;2647,95;3166,95;0;;0;0;0;3166,95;Non;0;0
F 20120302;LAA01 - LES AUTOMATISMES APPLIQUES;10/03/2012;2500;2990;0;;0;0;0;2990;Non;0;0
F 20120301;IN4001 - INQUARTO Consulting;23/03/2012;3155,95;3774,52;0;;0;0;0;3774,52;Non;0;0
F 20120401;LAA01 - LES AUTOMATISMES APPLIQUES;10/04/2012;2500;2990;0;;0;0;0;2990;Non;0;0
F 20120402;IN4001 - INQUARTO Consulting;27/04/2012;2882,95;3448,01;0;;0;0;0;3448,01;Non;0;0
F 20120403;SEXT01 - SEXTANT CONSULTING;27/04/2012;3750;4485;0;;0;0;0;4485;Non;0;0
F 20120501;IN4001 - INQUARTO Consulting;31/05/2012;3484,95;4168;0;;0;0;0;4168;Non;0;0
F 20120601;IN4001 - INQUARTO Consulting;28/06/2012;5174,95;6189,24;0;;0;0;0;6189,24;Non;0;0
F 20120602;LAA01 - LES AUTOMATISMES APPLIQUES;28/06/2012;500;598;0;;0;0;0;598;Non;0;0
F 20120701;EKIP01 - EKIP HOME;25/07/2012;400;478,4;0;;0;0;0;478,4;Non;0;0
F 20120702;IN4001 - INQUARTO Consulting;31/07/2012;2956,45;3535,91;0;;0;0;0;3535,91;Non;0;0
F 20120801;IN4001 - INQUARTO Consulting;31/08/2012;2476,45;2961,83;0;;0;0;0;2961,83;Non;0;0
F 20120901;PROFINDUS01 - PROFILE INDUSTRIE;20/09/2012;1780;2128,88;0;;0;0;0;2128,88;Non;0;0
F 20120902;PROFINDUS01 - PROFILE INDUSTRIE;20/09/2012;320;382,72;0;;0;0;0;382,72;Non;0;0
F 20120903;EKIP01 - EKIP HOME;20/09/2012;135;161,46;0;;0;0;0;161,46;Non;0;0
F 20120904;LAA01 - LES AUTOMATISMES APPLIQUES;20/09/2012;500;598;0;;0;0;0;598;Non;0;0
F 20120905;ESSEN01 - ESSENTIEL SERVICES;20/09/2012;180;215,28;0;;0;0;0;215,28;Non;0;0
F 20120906;LEO01 - LEONARD ARCHITECTURE;20/09/2012;270;322,92;0;;0;0;0;322,92;Non;0;0
F 20121001;IN4001 - INQUARTO Consulting;04/10/2012;3586,45;4289,39;0;;0;0;0;4289,39;Non;0;0
F 20121002;IN4001 - INQUARTO Consulting;31/10/2012;4986,8;5964,21;0;;0;0;0;5964,21;Non;0;0
F 20121101;SEXT01 - SEXTANT CONSULTING;05/11/2012;550;657,8;0;;0;0;0;657,8;Non;0;0
F 20121102;ESSEN01 - ESSENTIEL SERVICES;05/11/2012;3860;4616,56;0;;1384,96;0;0;4616,56;Non;0;0
F 20121103;LEO01 - LEONARD ARCHITECTURE;06/11/2012;1600;1913,6;0;;0;0;0;1913,6;Non;0;0
F 20121104;ARG01 - PHARMACIE ARGELLIER;17/11/2012;300;358,8;0;;0;0;0;358,8;Non;0;0
F 20121201;IN4001 - INQUARTO Consulting;30/11/2012;5706,8;6825,33;0;;0;0;0;6825,33;Non;0;0
F 20121202;IN4001 - INQUARTO Consulting;31/12/2012;6126,8;7327,65;0;;0;0;0;7327,65;Non;0;0
F 20130201;IN4001 - INQUARTO Consulting;31/01/2013;7080,8;8468,64;0;;0;0;0;8468,64;Non;0;0
F 20130402;IN4001 - INQUARTO Consulting;28/02/2013;3266,8;3907,09;0;;0;0;0;3907,09;Non;0;0
F 20130301;ESSEN01 - ESSENTIEL SERVICES;25/03/2013;120;143,52;0;;0;0;0;143,52;Non;0;0
F 20130302;LEO01 - LEONARD ARCHITECTURE;28/03/2013;1340;1602,64;0;;0;0;0;1602,64;Non;0;0
F 20130401;TOUZ01 - GARAGE TOUZEAU;29/03/2013;320;382,72;0;;0;0;0;382,72;Non;0;0
F 20130403;IN4001 - INQUARTO Consulting;31/03/2013;5162,8;6174,71;0;;0;0;0;6174,71;Non;0;0
F 20130404;ARG01 - PHARMACIE ARGELLIER;01/04/2013;240;287,04;0;;0;0;0;287,04;Non;0;0
F 20130405;ESSEN01 - ESSENTIEL SERVICES;01/04/2013;120;143,52;0;;0;0;0;143,52;Non;0;0
F 20130406;GONZ01 - Dr Jean-Charles GONZALVEZ;02/04/2013;160;191,36;0;;0;0;0;191,36;Non;0;0
F 20130605;IN4001 - INQUARTO Consulting;30/04/2013;5542,8;6629,19;0;;0;0;0;6629,19;Non;0;0
F 20130501;IN4001 - INQUARTO Consulting;31/05/2013;2958,8;3538,72;0;;0;0;0;3538,72;Non;0;0
F 20130601;GONZ02 - Docteur Mireille DRON GONZALVE;07/06/2013;1000;1196;0;;0;0;0;1196;Non;0;0
F 20130602;SEXT01 - SEXTANT CONSULTING;10/06/2013;540;645,84;0;;0;0;0;645,84;Non;0;0
F 20130603;TOUZ01 - GARAGE TOUZEAU;10/06/2013;120;143,52;0;;0;0;0;143,52;Non;0;0
F 20130604;LEO01 - LEONARD ARCHITECTURE;10/06/2013;2280;2726,88;0;;0;0;0;2726,88;Non;0;0
F 20130606;ESSEN01 - ESSENTIEL SERVICES;10/06/2013;240;287,04;0;;0;0;0;287,04;Non;0;0
F 20130607;IN4001 - INQUARTO Consulting;30/06/2013;3838,8;4591,2;0;;0;0;0;4591,2;Non;0;0
F 20130608;ESSEN01 - ESSENTIEL SERVICES;30/06/2013;120;143,52;0;;0;0;0;143,52;Non;0;0
F 20130609;LEO01 - LEONARD ARCHITECTURE;30/06/2013;320;382,72;0;;0;0;0;382,72;Non;0;0
F 20130701;LEO01 - LEONARD ARCHITECTURE;31/07/2013;3230;3863,08;0;;0;3863,08;0;0;Non;0;0
F 20130702;ESSEN01 - ESSENTIEL SERVICES;31/07/2013;120;143,52;0;;0;143,52;0;0;Non;0;0
F 20130703;ALLIAN01 - ALLIANTZ;31/07/2013;1260;1506,96;0;;0;1506,96;0;0;Non;0;0
F 20130704;IN4001 - INQUARTO Consulting;31/07/2013;2396,8;2866,57;0;;0;2866,57;0;0;Non;0;0
F 20130801;ESSEN01 - ESSENTIEL SERVICES;31/08/2013;120;143,52;0;;0;143,52;0;0;Non;0;0
F 20130802;LEO01 - LEONARD ARCHITECTURE;31/08/2013;320;382,72;0;;0;382,72;0;0;Non;0;0
F 20130803;IN4001 - INQUARTO Consulting;31/08/2013;3416,8;4086,49;0;;0;4086,49;0;0;Non;0;0
F 20130903;TOUZ01 - GARAGE TOUZEAU;23/09/2013;240;287,04;0;;0;287,04;0;0;Non;0;0
F 20130901;ESSEN01 - ESSENTIEL SERVICES;30/09/2013;120;143,52;0;;0;143,52;0;0;Non;0;0
F 20130902;LEO01 - LEONARD ARCHITECTURE;30/09/2013;320;382,72;0;;0;382,72;0;0;Non;0;0
F 20130904;ALLIAN01 - ALLIANTZ;30/09/2013;720;861,12;0;;0;861,12;0;0;Non;0;0
F 20130905;IN4001 - INQUARTO Consulting;30/09/2013;3402,8;4069,75;0;;0;4069,75;0;0;Non;0;0
F 20131001;IN4001 - INQUARTO Consulting;31/10/2013;3066,8;3667,89;0;;0;3667,89;0;0;Non;0;0
F 20131002;ESSEN01 - ESSENTIEL SERVICES;31/10/2013;120;143,52;0;;0;143,52;0;0;Non;0;0
F 20131101;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;07/11/2013;4000;4000;0;;0;4000;0;0;Non;0;0
F 20131102;SEIMI01 - SEIMI;07/11/2013;90;107,64;0;;0;107,64;0;0;Non;0;0
F 20131103;IN4001 - INQUARTO Consulting;29/11/2013;5544,8;6631,58;0;;0;6631,58;0;0;Non;0;0
F 20131104;LEO01 - LEONARD ARCHITECTURE;30/11/2013;1120;1339,52;0;;0;1339,52;0;0;Non;0;0
F 20131105;ALLIAN01 - ALLIANTZ;30/11/2013;480;574,08;0;;0;574,08;0;0;Non;0;0
F 20131106;ESSEN01 - ESSENTIEL SERVICES;30/11/2013;120;143,52;0;;0;143,52;0;0;Non;0;0
F 20131201;LEO01 - LEONARD ARCHITECTURE;09/12/2013;1450;1734,2;0;;0;1734,2;0;0;Non;0;0
F 20131202;ALLIAN01 - ALLIANTZ;10/12/2013;1450;1734,2;0;;0;1734,2;0;0;Non;0;0
F 20131203;ACAC99 - EURL ACACIA99;10/12/2013;480;574,08;0;;0;574,08;0;0;Non;0;0
F 20131204;ESSEN01 - ESSENTIEL SERVICES;31/12/2013;120;143,52;0;;0;143,52;0;0;Non;0;0
F 20131205;IN4001 - INQUARTO Consulting;31/12/2013;4396,8;5258,57;0;;0;5258,57;0;0;Non;0;0
F 20140202;LEO01 - LEONARD ARCHITECTURE;31/12/2013;320;382,72;0;;0;382,72;0;0;Non;0;0
F 20140101;LEO01 - LEONARD ARCHITECTURE;31/01/2014;320;384;0;;0;384;0;0;Non;0;0
F 20140102;FGE01 - FG EXPERTS;31/01/2014;400;480;0;;0;480;0;0;Non;0;0
F 20140103;IN4001 - INQUARTO Consulting;31/01/2014;3416,8;4100,16;0;;0;4100,16;0;0;Non;0;0
F 20140104;ESSEN01 - ESSENTIEL SERVICES;31/01/2014;120;144;0;;0;144;0;0;Non;0;0
F 20140201;GONZ01 - Dr Jean-Charles GONZALVEZ;05/02/2014;480;576;0;;0;576;0;0;Non;0;0
F 20140203;LEO01 - LEONARD ARCHITECTURE;28/02/2014;2552,5;3063;0;;0;3063;0;0;Non;0;0
F 20140204;ESSEN01 - ESSENTIEL SERVICES;28/02/2014;120;144;0;;0;144;0;0;Non;0;0
F 20140205;ALLIAN01 - ALLIANTZ;28/02/2014;2057;2468,4;0;;0;2468,4;0;0;Non;0;0
F 20140206;IN4001 - INQUARTO Consulting;28/02/2014;3796,8;4556,16;0;;0;4556,16;0;0;Non;0;0
F 20140301;ARTI01 - ART INFORMATIQUE;05/03/2014;136;163,2;0;;0;0;0;163,2;Non;0;0
F 20140302;IN4001 - INQUARTO Consulting;31/03/2014;6056,8;7268,16;0;;0;7268,16;0;0;Non;0;0
F 20140303;ARTI01 - ART INFORMATIQUE;31/03/2014;896;1075,2;0;;0;1075,2;0;0;Non;0;0
F 20140304;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;31/03/2014;3500;3500;0;;0;3500;0;0;Non;0;0
F 20140305;LEO01 - LEONARD ARCHITECTURE;31/03/2014;320;384;0;;0;384;0;0;Non;0;0
F 20140306;ESSEN01 - ESSENTIEL SERVICES;31/03/2014;120;144;0;;0;0;0;144;Non;0;0
F 20140307;IN4001 - INQUARTO Consulting;31/03/2014;5996,8;7196,16;0;;0;7196,16;0;0;Non;0;0
A 20140308;IN4001 - INQUARTO Consulting;31/03/2014;-6056,8;-7268,16;0;;0;0;0;-7268,16;Non;0;0
F 20140401;ALLIAN01 - ALLIANTZ;02/04/2014;1344;1612,8;0;;0;1612,8;0;0;Non;0;0
F 20140403;TOUZ01 - GARAGE TOUZEAU;08/04/2014;160;192;0;;0;0;0;192;Non;0;0
A 20140402;IN4001 - INQUARTO Consulting;30/04/2014;-6056,8;-7268,16;0;;0;-7268,16;0;0;Non;0;0
F 20140404;IN4001 - INQUARTO Consulting;30/04/2014;5496,8;6596,16;0;;0;6596,16;0;0;Non;0;0
F 20140405;ESSEN01 - ESSENTIEL SERVICES;30/04/2014;120;144;0;;0;144;0;0;Non;0;0
F 20140406;LEO01 - LEONARD ARCHITECTURE;30/04/2014;320;384;0;;0;384;0;0;Non;0;0
F 20140501;IN4001 - INQUARTO Consulting;31/05/2014;7196,8;8636,16;0;;0;8636,16;0;0;Non;0;0
F 20140603;ESSEN01 - ESSENTIEL SERVICES;31/05/2014;120;144;0;;0;144;0;0;Non;0;0
F 20140502;LEO01 - LEONARD ARCHITECTURE;31/05/2014;320;384;0;;0;384;0;0;Non;0;0
F 20140601;LAA01 - LES AUTOMATISMES APPLIQUES;14/06/2014;2535;3042;0;;0;3042;0;0;Non;0;0
F 20140602;ALLIAN01 - ALLIANTZ;14/06/2014;2040;2448;0;;0;2448;0;0;Non;0;0
A 20140604;ALLIAN01 - ALLIANTZ;14/06/2014;-1344;-1612,8;0;;0;-1612,8;0;0;Non;0;0
F 20140605;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;14/06/2014;195;195;0;;0;195;0;0;Non;0;0
A 20140610;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;14/06/2014;-195;-195;0;;0;0;0;-195;Non;0;0
F 20140611;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;14/06/2014;288;288;0;;0;0;0;288;Non;0;0
F 20140606;IN4001 - INQUARTO Consulting;30/06/2014;3441,8;4130,16;0;;0;0;0;4130,16;Non;0;0
F 20140607;ESSEN01 - ESSENTIEL SERVICES;30/06/2014;120;144;0;;0;0;0;144;Non;0;0
F 20140608;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;30/06/2014;195;195;0;;0;195;0;0;Non;0;0
F 20140609;LEO01 - LEONARD ARCHITECTURE;30/06/2014;320;384;0;;0;384;0;0;Non;0;0
F 20140701;ESSEN01 - ESSENTIEL SERVICES;31/07/2014;120;144;0;;0;0;0;144;Non;0;0
F 20140702;IN4001 - INQUARTO Consulting;31/07/2014;2696,8;3236,16;0;;0;0;0;3236,16;Non;0;0
F 20140703;LEO01 - LEONARD ARCHITECTURE;31/07/2014;320;384;0;;0;384;0;0;Non;0;0
F 20140704;ARTI01 - ART INFORMATIQUE;31/07/2014;256;307,2;0;;0;0;0;307,2;Non;0;0
F 20140705;SEXT01 - SEXTANT CONSULTING;31/07/2014;1800;2160;0;;0;0;0;2160;Non;0;0
F 20140706;LAA01 - LES AUTOMATISMES APPLIQUES;31/07/2014;700;840;0;;0;0;0;840;Non;0;0
F 20140801;ESSEN01 - ESSENTIEL SERVICES;31/08/2014;120;144;0;;0;0;0;144;Non;0;0
F 20140802;IN4001 - INQUARTO Consulting;31/08/2014;2696,8;3236,16;0;;0;0;0;3236,16;Non;0;0
F 20140803;LEO01 - LEONARD ARCHITECTURE;31/08/2014;320;384;0;;0;384;0;0;Non;0;0
F 20140902;LAA01 - LES AUTOMATISMES APPLIQUES;16/09/2014;1800;2160;0;;0;0;0;2160;Non;0;0
F 20140903;LAA01 - LES AUTOMATISMES APPLIQUES;16/09/2014;482;578,4;0;;0;0;0;578,4;Non;0;0
F 20140904;LAA01 - LES AUTOMATISMES APPLIQUES;16/09/2014;565;678;0;;0;0;0;678;Non;0;0
F 20140901;LEO01 - LEONARD ARCHITECTURE;30/09/2014;320;384;0;;0;384;0;0;Non;0;0
F 20140905;IN4001 - INQUARTO Consulting;30/09/2014;2696,8;3236,16;0;;0;0;0;3236,16;Non;0;0
F 20140906;ESSEN01 - ESSENTIEL SERVICES;30/09/2014;120;144;0;;0;0;0;144;Non;0;0
F 20141001;IN4001 - INQUARTO Consulting;31/10/2014;2696,8;3236,16;0;;0;0;0;3236,16;Non;0;0
F 20141002;ESSEN01 - ESSENTIEL SERVICES;31/10/2014;120;144;0;;0;0;0;144;Non;0;0
F 20141003;LEO01 - LEONARD ARCHITECTURE;31/10/2014;320;384;0;;0;0;0;384;Non;0;0
F 20141101;IN4001 - INQUARTO Consulting;27/11/2014;2446,8;2936,16;0;;0;0;0;2936,16;Non;0;0
F 20141104;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;27/11/2014;950;950;0;;0;950;0;0;Non;0;0
F 20141105;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;27/11/2014;1400;1400;0;;0;1400;0;0;Non;0;0
F 20141106;ARTI01 - ART INFORMATIQUE;28/11/2014;1088;1305,6;0;;0;0;0;1305,6;Non;0;0
F 20141107;IN4001 - INQUARTO Consulting;28/11/2014;1470;1764;0;;0;0;0;1764;Non;0;0
F 20141102;ESSEN01 - ESSENTIEL SERVICES;30/11/2014;120;144;0;;0;0;0;144;Non;0;0
F 20141103;LEO01 - LEONARD ARCHITECTURE;30/11/2014;320;384;0;;0;0;0;384;Non;0;0
F 20141201;IN4001 - INQUARTO Consulting;05/12/2014;5500;6600;0;;0;0;0;6600;Non;0;0
F 20141202;IN4001 - INQUARTO Consulting;31/12/2014;1960;2352;0;;0;0;0;2352;Non;0;0
F 20141203;IN4001 - INQUARTO Consulting;31/12/2014;2446,8;2936,16;0;;0;0;0;2936,16;Non;0;0
F 20141204;LEO01 - LEONARD ARCHITECTURE;31/12/2014;320;384;0;;0;0;0;384;Non;0;0
F 20150105;LAA01 - LES AUTOMATISMES APPLIQUES;31/12/2014;3712;4454,4;0;;0;4454,4;0;0;Non;0;0
F 20141205;ESSEN01 - ESSENTIEL SERVICES;31/12/2014;120;144;0;;0;0;0;144;Non;0;0
F 20150101;IN4001 - INQUARTO Consulting;31/01/2015;1960;2352;0;;0;0;0;2352;Non;0;0
F 20150102;IN4001 - INQUARTO Consulting;31/01/2015;2446,8;2936,16;0;;0;0;0;2936,16;Non;0;0
F 20150103;LEO01 - LEONARD ARCHITECTURE;31/01/2015;3955;4746;0;;0;0;0;4746;Non;0;0
F 20150104;ALLIAN01 - ALLIANTZ;31/01/2015;1440;1728;0;;0;1728;0;0;Non;0;0
F 20150106;ESSEN01 - ESSENTIEL SERVICES;31/01/2015;120;144;0;;0;0;0;144;Non;0;0
F 20150201;PETRAS01 - PETRAS SA;08/02/2015;6800;8160;0;;0;0;0;8160;Non;0;0
A 20150202;IN4001 - INQUARTO Consulting;28/02/2015;-6056,8;-7268,16;0;;0;0;0;-7268,16;Non;0;0
F 20150203;IN4001 - INQUARTO Consulting;28/02/2015;2446,8;2936,16;0;;0;0;0;2936,16;Non;0;0
F 20150204;ESSEN01 - ESSENTIEL SERVICES;28/02/2015;120;144;0;;0;0;0;144;Non;0;0
F 20150301;LAA01 - LES AUTOMATISMES APPLIQUES;27/03/2015;4200;5040;0;;0;0;0;5040;Non;0;0
F 20150302;IN4001 - INQUARTO Consulting;31/03/2015;2446,8;2936,16;0;;0;0;0;2936,16;Non;0;0
F 20150403;ESSEN01 - ESSENTIEL SERVICES;31/03/2015;120;144;0;;0;0;0;144;Non;0;0
F 20150401;LAA01 - LES AUTOMATISMES APPLIQUES;25/04/2015;10500;12600;0;;0;0;0;12600;Non;0;0
F 20150405;ARTI01 - ART INFORMATIQUE;25/04/2015;448;537,6;0;;0;0;0;537,6;Non;0;0
F 20150402;IN4001 - INQUARTO Consulting;30/04/2015;2446,8;2936,16;0;;0;0;0;2936,16;Non;0;0
F 20150404;ESSEN01 - ESSENTIEL SERVICES;30/04/2015;120;144;0;;0;0;0;144;Non;0;0
F 20150501;LEO01 - LEONARD ARCHITECTURE;27/05/2015;1600;1920;0;;0;0;0;1920;Non;0;0
F 20150502;ESSEN01 - ESSENTIEL SERVICES;31/05/2015;120;144;0;;0;0;0;144;Non;0;0
F 20150503;IN4001 - INQUARTO Consulting;31/05/2015;2219,3;2663,16;0;;0;0;0;2663,16;Non;0;0
F 20150601;ALLIAN01 - ALLIANTZ;16/06/2015;1800;2160;0;;0;2160;0;0;Non;0;0
F 20150602;ESSEN01 - ESSENTIEL SERVICES;30/06/2015;120;144;0;;0;0;0;144;Non;0;0
F 20150603;IN4001 - INQUARTO Consulting;30/06/2015;2219,3;2663,16;0;;0;0;0;2663,16;Non;0;0
F 20150701;TEKNILA01 - TEKNIKAL;31/07/2015;720;864;0;;0;0;0;864;Non;0;0
F 20150702;TEKNILA01 - TEKNIKAL;31/07/2015;600;720;0;;0;0;0;720;Non;0;0
F 20150703;ESSEN01 - ESSENTIEL SERVICES;31/07/2015;120;144;0;;0;0;0;144;Non;0;0
F 20150705;IN4001 - INQUARTO Consulting;31/07/2015;2219,3;2663,16;0;;0;0;0;2663,16;Non;0;0
F 20150806;A - Armand GUERRA;04/08/2015;466,67;560;0;;0;0;0;560;Non;0;0
F 20150704;ESSEN01 - ESSENTIEL SERVICES;31/08/2015;60;72;0;;0;0;0;72;Non;0;0
F 20150801;LEO01 - LEONARD ARCHITECTURE;31/08/2015;640;768;0;;0;0;0;768;Non;0;0
F 20150802;IN4001 - INQUARTO Consulting;31/08/2015;2219,3;2663,16;0;;0;0;0;2663,16;Non;0;0
F 20150803;LAA01 - LES AUTOMATISMES APPLIQUES;31/08/2015;9800;11760;0;;0;0;0;11760;Non;0;0
F 20150804;IN4001 - INQUARTO Consulting;31/08/2015;2200;2640;0;;0;0;0;2640;Non;0;0
F 20150805;PROV01 - LA PROVENCALE SA;31/08/2015;400;480;0;;0;0;0;480;Non;0;0
F 20150901;IN4001 - INQUARTO Consulting;30/09/2015;2219,3;2663,16;0;;0;0;0;2663,16;Non;0;0
F 20150902;ESSEN01 - ESSENTIEL SERVICES;30/09/2015;60;72;0;;0;0;0;72;Non;0;0
F 20151002;PROV01 - LA PROVENCALE SA;31/10/2015;1500;1800;0;;0;0;0;1800;Non;0;0
F 20151003;PROV01 - LA PROVENCALE SA;31/10/2015;1600;1920;0;;0;0;0;1920;Non;0;0
F 20151004;ARTI01 - ART INFORMATIQUE;31/10/2015;1324;1588,8;0;;0;0;0;1588,8;Non;0;0
F 20151005;IN4001 - INQUARTO Consulting;31/10/2015;2219,3;2663,16;0;;0;0;0;2663,16;Non;0;0
F 20151006;ESSEN01 - ESSENTIEL SERVICES;31/10/2015;60;72;0;;0;0;0;72;Non;0;0
F 20151001;LEO01 - LEONARD ARCHITECTURE;30/11/2015;640;768;0;;0;768;0;0;Non;0;0
F 20151101;LEO01 - LEONARD ARCHITECTURE;30/11/2015;990;1188;0;;0;1188;0;0;Non;0;0
F 20151102;IN4001 - INQUARTO Consulting;30/11/2015;2219,3;2663,16;0;;0;0;0;2663,16;Non;0;0
F 20151103;PROV01 - LA PROVENCALE SA;30/11/2015;200;240;0;;0;0;0;240;Non;0;0
F 20151104;ESSEN01 - ESSENTIEL SERVICES;30/11/2015;60;72;0;;0;0;0;72;Non;0;0
F 20151105;FGE01 - FG EXPERTS;30/11/2015;500;600;0;;0;0;0;600;Non;0;0
F 20151106;LAA01 - LES AUTOMATISMES APPLIQUES;30/11/2015;1074;1288,8;0;;0;0;0;1288,8;Non;0;0
F 20151201;LAA01 - LES AUTOMATISMES APPLIQUES;30/11/2015;700;840;0;;0;0;0;840;Non;0;0
F 20151107;GONZ01 - Dr Jean-Charles GONZALVEZ;30/11/2015;2440;2928;0;;0;0;0;2928;Non;0;0
